MONUMENT_RECORD_NO,LATITUDE,LONGITUDE
1857M,51.527149,-2.6681926
1858M,51.526003,-2.6657253
3084M,51.504076,-2.6054266
1743M,51.494386,-2.6615049
1746M,51.496236,-2.6538537
2574M,51.483737,-2.5469331
2576M,51.441047,-2.5997726
2790M,51.491438,-2.6800285
3192M,51.453397,-2.5355895
2332M,51.509106,-2.6320207
704M,51.457247,-2.5932348
1891M,51.433839,-2.5278946
2751M,51.472247,-2.5819689
2678M,51.439912,-2.6019159
2752M,51.474056,-2.5834318
3085M,51.470665,-2.615422
2268M,51.442294,-2.5658617
2269M,51.442169,-2.5656875
2093M,51.52242,-2.6601383
2016M,51.505268,-2.7132865
2680M,51.480917,-2.5924187
2634M,51.453789,-2.613396
2636M,51.492465,-2.5645816
2336M,51.451318,-2.6215801
2771M,51.487671,-2.5904467
2641M,51.434673,-2.5688029
2263M,51.470092,-2.5535796
2266M,51.468697,-2.553865
342M,51.454926,-2.5934062
1423M,51.456688,-2.5917739
1186M,51.449323,-2.5973052
2324M,51.456695,-2.5438463
1898M,51.434663,-2.5483462
1903M,51.509054,-2.5936771
1905M,51.493277,-2.6035838
2637M,51.493113,-2.5810103
1759M,51.498837,-2.646904
2058M,51.506326,-2.6306134
2060M,51.493986,-2.6159666
3122M,51.474024,-2.5296976
3124M,51.481428,-2.556021
2277M,51.533046,-2.6746656
248M,51.455687,-2.5940061
183M,51.450015,-2.5901478
186M,51.454601,-2.5919771
1408M,51.454134,-2.5988936
2275M,51.456818,-2.6205178
2280M,51.433325,-2.5421014
2502M,51.501032,-2.6892332
3012M,51.445613,-2.5486789
1761M,51.498518,-2.6476342
2929M,51.465561,-2.597359
1939M,51.475364,-2.5548385
1948M,51.461569,-2.5476036
2813M,51.489107,-2.6741751
